"RECCO","HNO_FR","REFER1","HA22_G","POWER","POOR_LOCAL","HR_DEL","X_HR","Z_MAD","P80","GATE_REASON","N_G_IN_ROUND","N_ROUND"
"1258","5",28,"3",3.4,0,0,1.4,-1.24852544839285,8.18,"",5,29
"6654","3",1,"3",4.8,0,0,4.1,-0.0247519544762052,11,"",5,29
"4355","3",7,"3",0.9,0,0,0.1,-1.01483013352442,11,"",5,29
"3872","3",13,"3",-1.7,0,0,-0.8,-1.23759772381027,11,"",5,29
"569","3",19,"3",3.9,0,0,1.6,-0.643550816381338,11,"",5,29
"4417","4",5,"3",4.7,0,0,11.35,0.875269404158,11.35,"",5,29
"153","3",24,"3",7.7,1,1,13.55,2.3143077435252,11,"P80",5,29
"955","5",25,"3",11.2,1,1,8.3,0.731894228368221,8.18,"P80",5,29
"4667","1",6,"3",13.1,0,0,7.2,0.175954111167808,9.75,"",5,29
"6343","8",2,"3",-0.2,0,0,4.9,0.331113645561238,4.94,"",5,29
"1607","1",11,"3",2,0,0,0.15,-1.20235309298002,9.75,"",5,29
"6232","2",2,"3",5.5,1,1,4.2,0.475602458605291,3.88,"P80",5,29
"240","5",25,"3",8.6,1,1,8.3,0.731894228368221,8.18,"P80",5,29
"2699","3",22,"3",10.4,0,0,2.75,-0.358903339904977,11,"",5,29
"5089","1",4,"3",5.7,0,0,4.75,-0.303032080344557,9.75,"",5,29
"4145","1",9,"3",7.4,0,0,6.3,0,9.75,"",5,29
"154","3",23,"3",2.4,0,0,1.5,-0.668302770857544,11,"",5,29
"4362","7",5,"3",7.3,0,0,4.6,-0.596664902613911,10.55,"",5,29
"1608","3",21,"3",0.2,0,0,1.55,-0.655926793619441,11,"",5,29
"6264","1",7,"3",11.4,0,0,-0.15,-1.26100446336929,9.75,"",5,29
"3355","6",1,"3",6.7,0,0,2.5,-1.0406428860496,11.3,"",5,29
"2581","5",19,"3",7.2,0,0,5.75,0,8.18,"",5,29
"3358","3",19,"3",9.4,0,0,1.6,-0.643550816381338,11,"",5,29
"3277","3",12,"3",-0.6,0,0,-3.8,-1.98015635809643,11,"",5,29
"5656","1",8,"3",-6.7,0,0,1.2,-0.997073296617575,9.75,"",5,29
"3875","3",13,"3",4.4,0,0,-0.8,-1.23759772381027,11,"",5,29
"210","3",23,"3",5.3,0,0,1.5,-0.668302770857544,11,"",5,29
"5582","4",5,"3",10.6,0,0,11.35,0.875269404158,11.35,"",5,29
"4859","3",12,"3",-7.1,0,0,-3.8,-1.98015635809643,11,"",5,29
"5487","8",1,"3",0,0,0,-6.5,-2.4649571391781,4.94,"",5,29
"5598","1",8,"3",4.6,0,0,1.2,-0.997073296617575,9.75,"",5,29
"3940","7",3,"3",8.5,0,0,9.1,0.57072295032635,10.55,"",5,29
"6094","1",8,"3",0.4,0,0,1.2,-0.997073296617575,9.75,"",5,29
"5469","4",1,"3",-6.1,0,0,-6.1,-1.31447268939857,11.35,"",5,29
"3201","2",5,"3",4.6,0,0,2.7,-0.0432365871459356,3.88,"",5,29
"5080","4",4,"3",6.6,1,1,17,1.58426899318921,11.35,"P80",5,29
"3979","3",7,"3",9.9,0,0,0.1,-1.01483013352442,11,"",5,29
"5473","1",6,"3",7.2,0,0,7.2,0.175954111167808,9.75,"",5,29
"1432","7",16,"3",12.4,0,0,9.5,0.674490759476595,10.55,"",5,29
"1433","6",13,"3",1.3,0,0,3.3,-0.835083797447213,11.3,"",5,29
"5629","2",3,"3",3,1,1,12.1,3.20815476622842,3.88,"Z|P80",5,29
"500","5",22,"3",-1,0,0,3.6,-0.61708729058497,8.18,"",5,29
"96","7",16,"3",9,0,0,9.5,0.674490759476595,10.55,"",5,29
"2267","6",13,"3",4.4,0,0,3.3,-0.835083797447213,11.3,"",5,29
"2645","3",11,"3",-5.2,0,0,2.4,-0.445535180571696,11,"",5,29
"3089","1",10,"3",-0.2,0,0,6.4,0.0195504567964232,9.75,"",5,29
"5468","2",4,"3",-2.3,0,0,0.3,-0.873379060347899,3.88,"",5,29
"884","3",27,"3",10.4,1,1,14.8,2.62370717447777,11,"Z|P80",4,29
"2991","7",13,"3",-2.3,0,0,4.75,-0.557751974182569,10.55,"",5,29
"964","1",19,"3",13.5,0,0,9.75,0.674490759476595,9.75,"",5,29
"5592","6",6,"3",6.2,1,1,13.4,1.76009969615797,11.3,"P80",5,29
"5086","4",6,"3",-0.4,0,0,0.6,-0.47371211479519,11.35,"",5,29
"1924","3",22,"3",-6,0,0,2.75,-0.358903339904977,11,"",5,29
"5484","8",7,"3",4,0,0,3.55,0,4.94,"",5,29
"6238","7",6,"3",16.8,0,0,7.7,0.207535618300491,10.55,"",5,29
"2099","1",11,"3",13.6,0,0,0.15,-1.20235309298002,9.75,"",5,29
"1613","3",11,"3",2.3,0,0,2.4,-0.445535180571696,11,"",5,29
"2068","5",14,"3",0.8,1,1,10.45,1.34898151895319,8.18,"P80",5,29
"5900","6",10,"3",3.1,0,0,4.55,-0.513897721505977,11.3,"",5,29
"3569","6",11,"3",19,1,1,12.3,1.47745594932969,11.3,"P80",5,29
"5745","7",10,"3",16.1,0,0,7.4,0.129709761437807,10.55,"",5,29
"6101","3",2,"3",11.8,0,0,9.95,1.42323738238181,11,"",5,29
"5949","6",3,"3",-1.2,0,0,2,-1.1691173164261,11.3,"",5,29
"1137","6",14,"3",10.6,0,0,8.2,0.423965620242431,11.3,"",5,29
"6263","1",4,"3",3.5,0,0,4.75,-0.303032080344557,9.75,"",5,29
"4862","5",7,"3",9.2,1,1,9.25,1.00456070560344,8.18,"P80",5,29
"2063","6",14,"3",3,0,0,8.2,0.423965620242431,11.3,"",5,29
"6432","3",2,"3",7.8,0,0,9.95,1.42323738238181,11,"",5,29
"1816","5",20,"3",14.1,0,0,3.45,-0.660139892253689,8.18,"",5,29
"2705","1",12,"3",-4.2,0,0,1.55,-0.928646697830095,9.75,"",5,29
"6427","1",3,"3",5.4,0,0,9.35,0.596288932290903,9.75,"",5,29
"3204","1",11,"3",14.1,0,0,0.15,-1.20235309298002,9.75,"",5,29
"4867","1",1,"3",-4,0,0,5,-0.2541559383535,9.75,"",5,29
"2017","2",4,"3",3.8,0,0,0.3,-0.873379060347899,3.88,"",5,29
"1403","1",11,"3",4.3,0,0,0.15,-1.20235309298002,9.75,"",5,29
"4681","4",2,"3",2.6,0,0,5.75,0.172544147773082,11.35,"",5,29
"1810","7",16,"3",3.6,0,0,9.5,0.674490759476595,10.55,"",5,29
"2156","3",14,"3",4.3,0,0,1.6,-0.643550816381338,11,"",5,29
"5352","3",2,"3",11.5,0,0,9.95,1.42323738238181,11,"",5,29
"366","1",20,"3",14.8,1,1,14.2,1.54448608691742,9.75,"P80",5,29
"2828","3",18,"3",12.9,0,0,5.6,0.346527362666875,11,"",5,29
"2530","3",18,"3",9.8,0,0,5.6,0.346527362666875,11,"",5,29
"1986","5",21,"3",6.8,0,0,7.2,0.416175149464282,8.18,"",5,29
"5220","6",9,"3",20.7,0,0,4.9,-0.423965620242431,11.3,"",5,29
"1243","1",16,"3",-4,0,0,1.4,-0.95797238302473,9.75,"",5,29
"1571","5",16,"3",1.7,0,0,-3,-2.5114017640086,8.18,"",5,29
"1012","5",21,"3",7.7,0,0,7.2,0.416175149464282,8.18,"",5,29
"282","5",23,"3",7.5,1,1,9.3,1.01891157282635,8.18,"P80",5,29
"5680","3",3,"3",16,1,1,12.8,2.12866808495366,11,"P80",5,29
"3194","9",1,"3",14.8,0,0,10.9,NA,10.9,"",5,29
"972","7",16,"3",23.5,0,0,9.5,0.674490759476595,10.55,"",5,29
"1754","5",16,"3",7.2,0,0,-3,-2.5114017640086,8.18,"",5,29
"5455","1",1,"3",-6,0,0,5,-0.2541559383535,9.75,"",5,29
"7","7",20,"3",-4.4,0,0,6.55,-0.0907968330064649,10.55,"",5,29
"5642","7",6,"3",-1,0,0,7.7,0.207535618300491,10.55,"",5,29
"5673","1",11,"3",-0.7,0,0,0.15,-1.20235309298002,9.75,"",5,29
"6098","3",1,"3",4.2,0,0,4.1,-0.0247519544762052,11,"",5,29
"42","7",18,"3",6.2,0,0,-0.6,-1.9456464215671,10.55,"",5,29
"2754","5",7,"3",4.6,1,1,9.25,1.00456070560344,8.18,"P80",5,29
"4293","1",2,"3",11.4,1,1,11.4,0.997073296617576,9.75,"P80",5,29
"5285","2",1,"3",0.2,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"155","5",29,"3",5.1,0,0,-4.9,-3.05673471847904,8.18,"",5,29
"5837","3",1,"3",5.2,0,0,4.1,-0.0247519544762052,11,"",5,29
"1486","1",13,"3",12.7,0,0,2.1,-0.821119185449768,9.75,"",5,29
"3756","1",18,"3",24.9,1,1,21.6,2.99121988985273,9.75,"Z|P80",5,29
"314","5",20,"3",2.6,0,0,3.45,-0.660139892253689,8.18,"",5,29
"6193","5",5,"3",10.7,0,0,5.85,0.0287017344458125,8.18,"",5,29
"6258","2",2,"3",1.1,1,1,4.2,0.475602458605291,3.88,"P80",5,29
"1028","5",28,"3",3.2,0,0,1.4,-1.24852544839285,8.18,"",5,29
"1614","1",18,"3",24.5,1,1,21.6,2.99121988985273,9.75,"Z|P80",5,29
"327","5",22,"3",-0.6,0,0,3.6,-0.61708729058497,8.18,"",5,29
"4605","8",9,"3",10.1,0,0,4.1,0.134898151895319,4.94,"",5,29
"2236","7",18,"3",-8.1,0,0,-0.6,-1.9456464215671,10.55,"",5,29
"4447","3",8,"3",-5,0,0,1.55,-0.655926793619441,11,"",5,29
"1604","5",19,"3",0.1,0,0,5.75,0,8.18,"",5,29
"6261","3",3,"3",9.8,1,1,12.8,2.12866808495366,11,"P80",5,29
"4421","4",5,"3",14.2,0,0,11.35,0.875269404158,11.35,"",5,29
"1602","3",26,"3",8.7,1,1,12.9,2.15342003942986,11,"P80",5,29
"5438","1",6,"3",6.1,0,0,7.2,0.175954111167808,9.75,"",5,29
"5077","5",2,"3",0.6,0,0,2.4,-0.961508103934721,8.18,"",5,29
"5457","4",3,"3",-2.5,0,0,3,-0.172544147773082,11.35,"",5,29
"3227","3",6,"3",-1,0,0,4.3,0.0247519544762055,11,"",5,29
"2223","2",4,"3",-2.4,0,0,0.3,-0.873379060347899,3.88,"",5,29
"5470","3",6,"3",4.8,0,0,4.3,0.0247519544762055,11,"",5,29
"3281","3",16,"3",7.4,0,0,4.95,0.18563965857154,11,"",5,29
"5632","6",2,"3",-1.5,0,0,4.6,-0.501050278468328,11.3,"",5,29
"4663","3",6,"3",5.1,0,0,4.3,0.0247519544762055,11,"",5,29
"3980","3",12,"3",8.6,0,0,-3.8,-1.98015635809643,11,"",5,29
"3562","3",7,"3",-6.2,0,0,0.1,-1.01483013352442,11,"",5,29
"6163","5",5,"3",2.6,0,0,5.85,0.0287017344458125,8.18,"",5,29
"3731","1",12,"3",8.2,0,0,1.55,-0.928646697830095,9.75,"",5,29
"4874","1",6,"3",1.9,0,0,7.2,0.175954111167808,9.75,"",5,29
"1809","2",5,"3",4.1,0,0,2.7,-0.0432365871459356,3.88,"",5,29
"1030","5",28,"3",4.5,0,0,1.4,-1.24852544839285,8.18,"",5,29
"6194","1",4,"3",12.2,0,0,4.75,-0.303032080344557,9.75,"",5,29
"3737","6",16,"3",3.3,0,0,6.5,-0.0128474430376494,11.3,"",5,29
"3275","6",13,"3",4.2,0,0,3.3,-0.835083797447213,11.3,"",5,29
"2990","4",5,"3",8.3,0,0,11.35,0.875269404158,11.35,"",5,29
"2268","3",13,"3",12.5,0,0,-0.8,-1.23759772381027,11,"",5,29
"5823","6",10,"3",9.2,0,0,4.55,-0.513897721505977,11.3,"",5,29
"319","7",23,"3",4.6,0,0,6.9,0,10.55,"",5,29
"1727","2",4,"3",10.7,0,0,0.3,-0.873379060347899,3.88,"",5,29
"5667","3",4,"3",3.3,0,0,0.55,-0.903446338381494,11,"",5,29
"1134","2",4,"3",8.5,0,0,0.3,-0.873379060347899,3.88,"",5,29
"5716","8",1,"3",-10.8,0,0,-6.5,-2.4649571391781,4.94,"",5,29
"1156","5",14,"3",5,1,1,10.45,1.34898151895319,8.18,"P80",5,29
"5489","8",6,"3",13.9,1,1,5,0.355640582269478,4.94,"P80",5,29
"1827","2",4,"3",3,0,0,0.3,-0.873379060347899,3.88,"",5,29
"1585","6",10,"3",2.1,0,0,4.55,-0.513897721505977,11.3,"",5,29
"4791","3",5,"3",3.2,0,0,8.1,0.965326224572008,11,"",5,29
"3995","8",7,"3",13.2,0,0,3.55,0,4.94,"",5,29
"2643","3",13,"3",-4.8,0,0,-0.8,-1.23759772381027,11,"",5,29
"6256","4",1,"3",-2.7,0,0,-6.1,-1.31447268939857,11.35,"",5,29
"4419","5",3,"3",3.1,0,0,3.7,-0.588385556139158,8.18,"",5,29
"5721","1",7,"3",-0.1,0,0,-0.15,-1.26100446336929,9.75,"",5,29
"1570","3",15,"3",15.2,1,1,11.75,1.8687725629535,11,"P80",5,29
"4146","3",16,"3",7.1,0,0,4.95,0.18563965857154,11,"",5,29
"1764","6",14,"3",11.4,0,0,8.2,0.423965620242431,11.3,"",5,29
"2098","5",19,"3",8,0,0,5.75,0,8.18,"",5,29
"5947","6",3,"3",-8,0,0,2,-1.1691173164261,11.3,"",5,29
"4665","3",6,"3",10.7,0,0,4.3,0.0247519544762055,11,"",5,29
"4286","1",1,"3",-6.3,0,0,5,-0.2541559383535,9.75,"",5,29
"1940","5",17,"3",19.8,0,0,4.65,-0.315719078903938,8.18,"",5,29
"1259","3",15,"3",13.3,1,1,11.75,1.8687725629535,11,"P80",5,29
"4876","3",11,"3",14.7,0,0,2.4,-0.445535180571696,11,"",5,29
"1588","1",10,"3",3.3,0,0,6.4,0.0195504567964232,9.75,"",5,29
"6262","3",9,"3",-1.7,0,0,1.8,-0.594046907428928,11,"",5,29
"3179","5",9,"3",13.5,0,0,8.1,0.674490759476595,8.18,"",5,29
"5597","5",9,"3",7.9,0,0,8.1,0.674490759476595,8.18,"",5,29
"5635","2",3,"3",5.8,1,1,12.1,3.20815476622842,3.88,"Z|P80",5,29
"4294","5",15,"3",6.5,0,0,2.4,-0.961508103934721,8.18,"",5,29
"4879","4",1,"3",7.6,0,0,-6.1,-1.31447268939857,11.35,"",5,29
"3752","2",6,"3",7.2,0,0,-0.3,-1.08091467864839,3.88,"",5,29
"5448","8",6,"3",6.8,1,1,5,0.355640582269478,4.94,"P80",5,29
"3874","3",15,"3",14.6,1,1,11.75,1.8687725629535,11,"P80",5,29
"1606","2",8,"3",7.5,0,0,2.95,0.0432365871459356,3.88,"",5,29
"1903","3",16,"3",4.4,0,0,4.95,0.18563965857154,11,"",5,29
"208","3",22,"3",2.6,0,0,2.75,-0.358903339904977,11,"",5,29
"498","3",20,"3",0.6,0,0,2.55,-0.408407248857388,11,"",5,29
"6192","5",4,"3",10.3,0,0,7.1,0.38747341501847,8.18,"",5,29
"4079","8",6,"3",8.1,1,1,5,0.355640582269478,4.94,"P80",5,29
"3975","5",4,"3",2.3,0,0,7.1,0.38747341501847,8.18,"",5,29
"318","3",27,"3",12.6,1,1,14.8,2.62370717447777,11,"Z|P80",4,29
"5461","5",4,"3",2.8,0,0,7.1,0.38747341501847,8.18,"",5,29
"5894","3",2,"3",11.1,0,0,9.95,1.42323738238181,11,"",5,29
"5952","8",6,"3",1.5,1,1,5,0.355640582269478,4.94,"P80",5,29
"4363","4",1,"3",-3,0,0,-6.1,-1.31447268939857,11.35,"",5,29
"6563","6",15,"3",6.4,0,0,6.4,-0.0385423291129482,11.3,"",4,29
"2112","5",24,"3",5.4,0,0,5.5,-0.0717543361145314,8.18,"",5,29
"287","5",21,"3",-1.3,0,0,7.2,0.416175149464282,8.18,"",5,29
"4727","5",15,"3",2.7,0,0,2.4,-0.961508103934721,8.18,"",5,29
"3380","3",22,"3",0.7,0,0,2.75,-0.358903339904977,11,"",5,29
"4165","1",16,"3",0.2,0,0,1.4,-0.95797238302473,9.75,"",5,29
"1020","3",16,"3",3,0,0,4.95,0.18563965857154,11,"",5,29
"1600","1",16,"3",2.8,0,0,1.4,-0.95797238302473,9.75,"",5,29
"2390","1",12,"3",13.7,0,0,1.55,-0.928646697830095,9.75,"",5,29
"292","7",16,"3",8.3,0,0,9.5,0.674490759476595,10.55,"",5,29
"1998","2",8,"3",-2.2,0,0,2.95,0.0432365871459356,3.88,"",5,29
"2539","2",8,"3",-1.2,0,0,2.95,0.0432365871459356,3.88,"",5,29
"176","7",15,"3",9.1,1,1,14.3,1.91970446927954,10.55,"P80",5,29
"6550","7",14,"3",0,0,0,-5.7,-3.26868598823273,10.55,"",5,29
"4292","5",12,"3",18.7,1,1,10.7,1.42073585506772,8.18,"P80",5,29
"5475","3",3,"3",8.1,1,1,12.8,2.12866808495366,11,"P80",5,29
"5396","5",2,"3",2.2,0,0,2.4,-0.961508103934721,8.18,"",5,29
"6431","2",1,"3",-5.3,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"4353","4",2,"3",3.4,0,0,5.75,0.172544147773082,11.35,"",5,29
"1646","3",18,"3",10.3,0,0,5.6,0.346527362666875,11,"",5,29
"2564","5",20,"3",6.9,0,0,3.45,-0.660139892253689,8.18,"",5,29
"6344","5",8,"3",13.7,0,0,6.45,0.200912141120688,8.18,"",5,29
"2221","3",19,"3",2.4,0,0,1.6,-0.643550816381338,11,"",5,29
"6104","5",11,"3",10.6,1,1,9.4,1.04761330727216,8.18,"P80",5,29
"1813","1",10,"3",15.6,0,0,6.4,0.0195504567964232,9.75,"",5,29
"3117","3",6,"3",2.6,0,0,4.3,0.0247519544762055,11,"",5,29
"2235","1",16,"3",-3.3,0,0,1.4,-0.95797238302473,9.75,"",5,29
"4343","2",1,"3",-7.7,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"1605","3",21,"3",-7.4,0,0,1.55,-0.655926793619441,11,"",5,29
"2537","3",20,"3",2,0,0,2.55,-0.408407248857388,11,"",5,29
"1022","5",16,"3",-0.4,0,0,-3,-2.5114017640086,8.18,"",5,29
"3870","5",20,"3",-0.9,0,0,3.45,-0.660139892253689,8.18,"",5,29
"1344","3",20,"3",3.6,0,0,2.55,-0.408407248857388,11,"",5,29
"1011","3",26,"3",13.4,1,1,12.9,2.15342003942986,11,"P80",5,29
"5395","7",1,"3",13.2,1,1,15.2,2.15318203986759,10.55,"P80",5,29
"2698","1",17,"3",10.2,0,0,3.3,-0.586513703892692,9.75,"",5,29
"1852","5",11,"3",6.9,1,1,9.4,1.04761330727216,8.18,"P80",5,29
"1136","1",12,"3",2,0,0,1.55,-0.928646697830095,9.75,"",5,29
"3911","3",19,"3",8.3,0,0,1.6,-0.643550816381338,11,"",5,29
"5456","6",1,"3",-6.5,0,0,2.5,-1.0406428860496,11.3,"",5,29
"5888","3",2,"3",22,0,0,9.95,1.42323738238181,11,"",5,29
"4678","1",14,"3",4.5,0,0,6.5,0.0391009135928461,9.75,"",5,29
"256","5",20,"3",0.7,0,0,3.45,-0.660139892253689,8.18,"",5,29
"259","1",17,"3",-8.9,0,0,3.3,-0.586513703892692,9.75,"",5,29
"428","7",17,"3",15.4,0,0,1.65,-1.36195249509697,10.55,"",5,29
"1517","7",21,"3",3.2,0,0,5.3,-0.415071236600982,10.55,"",5,29
"4864","7",4,"3",6,1,1,11.25,1.12847492450892,10.55,"P80",5,29
"469","5",18,"3",10.1,0,0,3.05,-0.774946830036939,8.18,"",5,29
"5458","5",12,"3",7.4,1,1,10.7,1.42073585506772,8.18,"P80",5,29
"1615","3",21,"3",10.3,0,0,1.55,-0.655926793619441,11,"",5,29
"207","3",25,"3",16.1,1,1,11.7,1.8563965857154,11,"P80",5,29
"3228","6",4,"3",19.6,1,1,16,2.42816673411574,11.3,"P80",5,29
"99","7",21,"3",12,0,0,5.3,-0.415071236600982,10.55,"",5,29
"3939","3",19,"3",3.8,0,0,1.6,-0.643550816381338,11,"",5,29
"355","5",25,"3",16.7,1,1,8.3,0.731894228368221,8.18,"P80",5,29
"2093","3",19,"3",-2.8,0,0,1.6,-0.643550816381338,11,"",5,29
"1611","5",16,"3",-5.5,0,0,-3,-2.5114017640086,8.18,"",5,29
"3732","1",17,"3",11.8,0,0,3.3,-0.586513703892692,9.75,"",5,29
"6362","5",6,"3",-3.2,0,0,5.8,0.0143508672229062,8.18,"",5,29
"3881","6",16,"3",6.2,0,0,6.5,-0.0128474430376494,11.3,"",5,29
"6162","1",8,"3",4.6,0,0,1.2,-0.997073296617575,9.75,"",5,29
"5890","2",1,"3",11.9,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"3876","3",4,"3",9.2,0,0,0.55,-0.903446338381494,11,"",5,29
"2829","3",21,"3",10.8,0,0,1.55,-0.655926793619441,11,"",5,29
"4857","6",11,"3",8.3,1,1,12.3,1.47745594932969,11.3,"P80",5,29
"3981","3",12,"3",0.1,0,0,-3.8,-1.98015635809643,11,"",5,29
"2801","5",22,"3",2.5,0,0,3.6,-0.61708729058497,8.18,"",5,29
"1946","6",17,"3",3,0,0,7.8,0.321186075941236,11.3,"",5,29
"4673","5",1,"3",5.2,0,0,5.25,-0.143508672229063,8.18,"",5,29
"339","7",19,"3",4.8,0,0,5.95,-0.246448546731833,10.55,"",5,29
"5953","8",4,"3",6,0,0,-0.6,-1.01786787339195,4.94,"",5,29
"3873","5",16,"3",1.1,0,0,-3,-2.5114017640086,8.18,"",5,29
"1769","5",25,"3",12.1,1,1,8.3,0.731894228368221,8.18,"P80",5,29
"5165","7",5,"3",5.8,0,0,4.6,-0.596664902613911,10.55,"",5,29
"1410","2",5,"3",-2.4,0,0,2.7,-0.0432365871459356,3.88,"",5,29
"4895","7",7,"3",-5.2,0,0,8.95,0.531810021895008,10.55,"",5,29
"2822","5",18,"3",-0.6,0,0,3.05,-0.774946830036939,8.18,"",5,29
"170","3",25,"3",9.6,1,1,11.7,1.8563965857154,11,"P80",5,29
"1017","6",13,"3",-3.2,0,0,3.3,-0.835083797447213,11.3,"",5,29
"2119","1",12,"3",11.6,0,0,1.55,-0.928646697830095,9.75,"",5,29
"1612","1",19,"3",14.4,0,0,9.75,0.674490759476595,9.75,"",5,29
"4898","2",1,"3",0,0,0,-0.6,-1.18468248779864,3.88,"",5,29
"5271","3",9,"3",14.2,0,0,1.8,-0.594046907428928,11,"",5,29
"1643","5",17,"3",6.9,0,0,4.65,-0.315719078903938,8.18,"",5,29
"5647","3",10,"3",5.6,0,0,8.05,0.952950247333906,11,"",4,29
"2211","5",9,"3",3.6,0,0,8.1,0.674490759476595,8.18,"",5,29
"97","7",24,"3",-1.1,0,0,4,-0.752316616339279,10.55,"",5,29
"1401","5",17,"3",10.1,0,0,4.65,-0.315719078903938,8.18,"",5,29
"5719","1",1,"3",10.1,0,0,5,-0.2541559383535,9.75,"",5,29
"1936","5",26,"3",6,0,0,2.55,-0.918455502266002,8.18,"",5,29
"1019","7",24,"3",2.8,0,0,4,-0.752316616339279,10.55,"",5,29
"5995","6",10,"3",8.2,0,0,4.55,-0.513897721505977,11.3,"",5,29
"4875","3",6,"3",-0.5,0,0,4.3,0.0247519544762055,11,"",5,29
"790","5",26,"3",-0.2,0,0,2.55,-0.918455502266002,8.18,"",5,29
"5087","3",5,"3",8,0,0,8.1,0.965326224572008,11,"",5,29
"2197","3",16,"3",-3.7,0,0,4.95,0.18563965857154,11,"",5,29
"1201","7",19,"3",10.2,0,0,5.95,-0.246448546731833,10.55,"",5,29
"444","3",18,"3",3.5,0,0,5.6,0.346527362666875,11,"",5,29
"1495","1",19,"3",5.3,0,0,9.75,0.674490759476595,9.75,"",5,29
"4844","8",1,"3",2.4,0,0,-6.5,-2.4649571391781,4.94,"",5,29
"5284","3",7,"3",1.1,0,0,0.1,-1.01483013352442,11,"",5,29
"647","7",24,"3",7,0,0,4,-0.752316616339279,10.55,"",5,29
"1226","7",12,"3",14.6,1,1,13.3,1.66028494640393,10.55,"P80",5,29
"1906","3",13,"3",1.6,0,0,-0.8,-1.23759772381027,11,"",5,29
"5733","6",10,"3",0.2,0,0,4.55,-0.513897721505977,11.3,"",5,29
"2015","6",13,"3",0.9,0,0,3.3,-0.835083797447213,11.3,"",5,29
"5451","6",10,"3",6.1,0,0,4.55,-0.513897721505977,11.3,"",5,29
"5658","6",11,"3",14.4,1,1,12.3,1.47745594932969,11.3,"P80",5,29
"5655","1",9,"3",-3.4,0,0,6.3,0,9.75,"",5,29
"1761","6",14,"3",3.1,0,0,8.2,0.423965620242431,11.3,"",5,29
"151","7",24,"3",1.1,0,0,4,-0.752316616339279,10.55,"",5,29
"2012","7",8,"3",7.7,0,0,7.55,0.168622689869149,10.55,"",5,29
"2566","7",15,"3",14.6,1,1,14.3,1.91970446927954,10.55,"P80",5,29
"3860","1",8,"3",6.7,0,0,1.2,-0.997073296617575,9.75,"",5,29
"1348","3",18,"3",8.5,0,0,5.6,0.346527362666875,11,"",5,29
"1242","2",6,"3",-0.9,0,0,-0.3,-1.08091467864839,3.88,"",5,29
"1949","6",12,"3",7.5,0,0,9.8,0.835083797447213,11.3,"",5,29
"6528","5",26,"3",1.6,0,0,2.55,-0.918455502266002,8.18,"",5,29
"2775","7",8,"3",6.7,0,0,7.55,0.168622689869149,10.55,"",5,29
"2199","5",22,"3",-8.4,0,0,3.6,-0.61708729058497,8.18,"",5,29
"4888","6",3,"3",2.8,0,0,2,-1.1691173164261,11.3,"",5,29
"2431","3",9,"3",8.2,0,0,1.8,-0.594046907428928,11,"",5,29
"5580","5",4,"3",-1.5,0,0,7.1,0.38747341501847,8.18,"",5,29
"5715","1",10,"3",4.1,0,0,6.4,0.0195504567964232,9.75,"",5,29
"4318","6",12,"3",4.8,0,0,9.8,0.835083797447213,11.3,"",5,29
"2538","2",8,"3",2.8,0,0,2.95,0.0432365871459356,3.88,"",5,29
"4664","1",3,"3",7.1,0,0,9.35,0.596288932290903,9.75,"",5,29
"797","5",23,"3",6.6,1,1,9.3,1.01891157282635,8.18,"P80",5,29
"4395","2",3,"3",4.5,1,1,12.1,3.20815476622842,3.88,"Z|P80",5,29
"5463","9",1,"3",10.9,0,0,10.9,NA,10.9,"",5,29
"2547","5",21,"3",5.2,0,0,7.2,0.416175149464282,8.18,"",5,29
"5717","5",2,"3",9.3,0,0,2.4,-0.961508103934721,8.18,"",5,29
"2228","6",12,"3",9,0,0,9.8,0.835083797447213,11.3,"",5,29
"5450","7",10,"3",7.3,0,0,7.4,0.129709761437807,10.55,"",5,29
"3199","4",2,"3",3,0,0,5.75,0.172544147773082,11.35,"",5,29
"2218","6",12,"3",11.8,0,0,9.8,0.835083797447213,11.3,"",5,29
"695","5",16,"3",-4.5,0,0,-3,-2.5114017640086,8.18,"",5,29
"3335","3",6,"3",1.6,0,0,4.3,0.0247519544762055,11,"",5,29
"1143","5",27,"3",13.4,0,0,5.75,0,8.18,"",5,29
"5226","8",5,"3",2.5,0,0,0.8,-0.674490759476595,4.94,"",5,29
"2710","7",16,"3",21.2,0,0,9.5,0.674490759476595,10.55,"",5,29
"144","5",23,"3",6.8,1,1,9.3,1.01891157282635,8.18,"P80",5,29
"650","3",21,"3",-1.6,0,0,1.55,-0.655926793619441,11,"",5,29
"1029","5",27,"3",0.2,0,0,5.75,0,8.18,"",5,29
"4367","4",2,"3",4.9,0,0,5.75,0.172544147773082,11.35,"",5,29
"3729","7",14,"3",-8.8,0,0,-5.7,-3.26868598823273,10.55,"",5,29
"3276","7",14,"3",2.9,0,0,-5.7,-3.26868598823273,10.55,"",5,29
"627","7",22,"3",10.7,0,0,3.5,-0.882026377777086,10.55,"",5,29
"4800","6",5,"3",11.3,0,0,11.3,1.2205070885767,11.3,"",5,29
"105","5",23,"3",6.4,1,1,9.3,1.01891157282635,8.18,"P80",5,29
"260","5",29,"3",-8.3,0,0,-4.9,-3.05673471847904,8.18,"",5,29
